ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
57576917,MT,IP-BX72201900007-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*03,J2K,B7JB12X,5CFTNAXMAD,FORD,PUMA,M1,M1,1,1765,1412,68,90,2588,1562,1521,PETROL,H,999,91,,E9 29,,1.3,,,P,2021,,,
57576918,MT,IP-JBA1N0PTL4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,N06UA3CA5000,RENAULT,CAPTUR,M1,M1,1,1799,1441,91,92,2639,1554,1541,PETROL,H,1332,103,,,,,,,P,2021,,,
57576919,MT,IP-41307-TSM-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E4*2007/46*0928*08,LY,DD1S,MT,SUZUKI,VITARA,M1,M1,1,1770,1366,70,85,2500,1535,1505,PETROL,H,1373,95,,E4 32 37,,2.2,,,P,2021,,,
57576920,MT,IP-20815p221PAA01-SAL-1,TESLA,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,,E5*2007/46*1058*03,LC,HODDC0,50CA000,LAND ROVER,DISCOVERY SPORT,M1G,M1G,1,2750,2431,46,44,2741,1625,1630,PETROL/ELECTRIC,P,1498,147,167,,,,,,P,2021,,,55
57576921,MT,IP-J11A1DZP6DA700-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*05,J11,F,F10,NISSAN,QASHQAI,M1,M1,1,1810,1507,132,146,2646,1560,1560,PETROL,M,1332,103,,,,,,,P,2021,,,
57576922,MT,IP-41307-TSM-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E4*2007/46*0928*08,LY,DD1S,MT,SUZUKI,VITARA,M1,M1,1,1770,1366,70,85,2500,1535,1505,PETROL,H,1373,95,,E4 32 37,,2.2,,,P,2021,,,
57576923,MT,IP-41215-TSM-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E4*2007/46*0928*06,LY,DD1S,MT,SUZUKI,VITARA,M1,M1,1,1770,1364,73,90,2500,1535,1505,PETROL,H,1373,95,,,,,,,P,2021,,,
57576924,MT,IP-MQB27SZA1549-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*28,KJ,XDLAA,FD7SFD7CW0094BI3AAC,SEAT,ARONA,M1,M1,1,1700,1347,109,135,2552,1505,1485,PETROL,M,999,81,,E9 29,,1.1,,,P,2021,,,
57576925,MT,IP-JDA1ADDTL4A002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*62,SR,DHD2,AD6UA1S0M0B0,DACIA,DUSTER,M1,M1,1,1855,1535,111,129,2673,1563,1570,DIESEL,M,1461,85,,E2 E2 29,,1,,,P,2021,,,
57576926,MT,IP-JAA1AGDTL4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*03,RJA,BD2,AG6TA19A5000,RENAULT,CLIO,M1,M1,1,1702,1376,94,110,2583,1506,1494,DIESEL,M,1461,63,,,,,,,P,2021,,,
57576927,MT,IP-JBA1M6PJT4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*08,RJB,HE2,M66UA2AA5300,RENAULT,CAPTUR,M1,M1,1,1753,1412,123,135,2639,1554,1541,PETROL,M,999,67,,E9  E9 29 28,,1.8,,,P,2021,,,
57576928,MT,IP-52D1JLDJR5A1000-UU1-1,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*91,SD,05DV,JL5DA140M500,DACIA,SANDERO,M1,M1,1,1645,1343,102,126,2589,1497,1486,DIESEL,M,1461,70,,,,,,,P,2021,,,
57576929,MT,IP-20181437-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1829*12,F2A,X2H9T2,FZAA151A,MERCEDES BENZ,A180,M1,M1,1,1880,1459,121,136,2729,1569,1558,PETROL,M,1332,100,,,,,,,P,2021,,,
57576930,MT,IP-11-SAJ-2018-0001,TESLA,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,,E5*2007/46*1052*02,DH,CIBAA0,50D0000,JAGUAR,I-PACE,M1,M1,1,2670,2368,0,0,2969,1641,1656,ELECTRIC,E,,172,231,,,,,,P,2021,,,
57576931,MT,IP-JDA1ADDTL4A002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*62,SR,DHD2,AD6UA1S0M0B0,DACIA,DUSTER,M1,M1,1,1855,1535,111,129,2673,1563,1570,DIESEL,M,1461,85,,E2 E2 29,,1,,,P,2021,,,
57576932,MT,IP-JAA1MUP0010000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*08,RJA,BH2,MU4UA3FA5000,RENAULT,CLIO,M1,M1,1,1758,1444,58,70,2583,1506,1494,PETROL,H,1598,67,,E2 28 29,,0.9,,,P,2021,,,
57576933,MT,IP-11-KNA-2018-0003,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*00,JA,F5P21,M51BZ1,KIA,PICANTO,M1,M1,1,1400,1087,106,121,2400,1406,1415,PETROL,M,998,49,,,,,,,P,2021,,,
57576934,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,42,,,,,,,P,2021,,,
57576935,MT,IP-11-KNA-2018-0003,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*00,JA,F5P21,M51BZ1,KIA,PICANTO,M1,M1,1,1400,1087,106,121,2400,1406,1415,PETROL,M,998,49,,,,,,,P,2021,,,
57576936,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576937,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576938,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BLA,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576939,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576940,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576941,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576942,MT,IP-033120172-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*53,312,PXA1A,EP0BL2,FIAT,PANDA,M1,M1,1,1440,1155,111,134,2300,1409,1407,PETROL,M,1242,51,,,,,,,P,2021,,,
57576943,MT,IP-04JSA-2018-0875,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1205*04,AZ,C53S,MT2,SUZUKI,SWIFT,M1,M1,1,1365,1051,66,79,2450,1520,1520,PETROL,H,1242,66,,,,,,,P,2021,,,
57576944,MT,IP-A03A5MT21501-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*15,A00,A0411,ACBBA5C5CAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1340,1062,108,116,2450,1430,1415,PETROL,M,1193,52,,E1 29,,0.8,,,P,2021,,,
57576945,MT,IP-A03ACVT21500-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*12,A00,A0411,AEBCCCB5BAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1370,1091,106,127,2450,1430,1415,PETROL,M,1193,59,,,,,,,P,2021,,,
57576946,MT,IP-04JSA-2018-0875,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1205*04,AZ,C53S,MT2,SUZUKI,SWIFT,M1,M1,1,1365,1051,66,79,2450,1520,1520,PETROL,H,1242,66,,,,,,,P,2021,,,
57576947,MT,IP-A03A5MT21501-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*15,A00,A0411,ACBBA5C5CAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1340,1062,108,116,2450,1430,1415,PETROL,M,1193,52,,E1 29,,0.8,,,P,2021,,,
57576948,MT,IP-132017010-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*1803*06,KF,6W7,AAW0,MAZDA,CX-5,M1,M1,1,2035,1680,173,173,2700,1595,1595,PETROL,M,1998,121,,,,,,,P,2021,,,
57576949,MT,IP-MQB27ZZA00534-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,BDLAA,FD7SFD7CW0054BI3A1CAD,SEAT,IBIZA,M1,M1,1,1690,1340,108,136,2548,1499,1479,PETROL,M,999,81,,E9  28 29,,1.9,,,P,2021,,,
57576950,MT,IP-0000501-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*09,G5X,TA62,IAA50000,BMW,X5,M1G,M1G,1,3150,2659,40,30,2975,1678,1698,PETROL/ELECTRIC,P,2998,210,244,,,,,,P,2021,,,
57576951,MT,IP-MQB27SZA10539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FM6SFM6AJ0214BI3A1BAD,SEAT,ARONA,M1,M1,1,1680,1342,112,125,2552,1505,1485,PETROL,M,999,81,,E9  28 29 ,,1.9,,,P,2021,,,
57576952,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*03,AB1,KGB40(H),KGB40RAHMGKW(2V),TOYOTA,AYGO,M1,M1,1,1240,1022,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576953,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,)",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1294,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576954,MT,IP-0061-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0318*01,"ZE1HE(EU,M",ZWE211(H),ZWE211RDHXNBW(1B),TOYOTA,COROLLA,M1,M1,1,1820,1512,53,71,2640,1530,1530,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576955,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,0",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576956,MT,IP-050605-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*04,YB,C5P81,M58DZ1,KIA,STONIC,M1,M1,1,1600,1288,123,137,2580,1531,1539,PETROL,M,1197,62,,E5 E5 29,,1,,,P,2021,,,
57576957,MT,IP-033120260-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*59,312,AYD1B,E25CM,FIAT,500,M1,M1,1,1360,1142,88,83,2300,1213,1407,PETROL,M,999,51,,E3 E3 33,,1.3,,,P,2021,,,
57576958,MT,IP-J11A1DZP6DAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*06,J11,F,F10,NISSAN,QASHQAI,M1,M1,1,1810,1507,132,146,2646,1560,1560,PETROL,M,1332,103,,,,,,,P,2021,,,
57576959,MT,IP-2020246K5D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E4*2007/46*1220*11,U,UZK5,UZK5DV0?,VOLVO,XC60,M1,M1,1,2460,2074,99,115,2865,1653,1657,DIESEL,H,1969,145,,,,,,,P,2021,,,
57576960,MT,IP-2019536BBF-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*10,X,XZBB,XZBBVF0?,VOLVO,XC40,M1,M1,1,2290,1948,41,49,2702,1601,1626,PETROL/ELECTRIC,P,1477,132,159,,,,,,P,2021,,,45
57576961,MT,IP-MQB27SZ_A1_0232-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDGTD,FD7SFD7CW0024BF3A1AAB,SEAT,ARONA,M1,M1,1,1780,1452,107,135,2552,1505,1485,DIESEL,M,1598,70,,,,,,,P,2021,,,
57576962,MT,IP-050669-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P11,M51AZ4,HYUNDAI,I20,M1,M1,1,1550,1221,113,120,2580,1531,1536,PETROL,M,1197,62,,,,,,,P,2021,,,
57576963,MT,IP-4_1189-TSM-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E4*2007/46*0928*05,LY,DA1S,AT2,SUZUKI,VITARA,M1,M1,1,1730,1424,131,156,2500,1535,1505,PETROL,M,1373,103,,,,,,,P,2021,,,
57576964,MT,IP-033120208-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*56,312,AYD1B,E25M,FIAT,500,M1,M1,1,1360,1147,62,83,2300,1413,1407,PETROL,H,999,52,,,,,,,P,2021,,,
57576965,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,"AX1T(EU,M)",ZYX11(H),ZYX11R-AHXKNW(2E),TOYOTA,C-HR,M1,M1,1,1860,1587,60,78,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576966,MT,IP-HNKATN8544B-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,P,HNKSJ1BG00,PEUGEOT,208,M1,M1,1,1625,1278,99,122,2540,1500,1500,PETROL,M,1199,74,,E2  28 29,,2.1,,,P,2021,,,
57576967,MT,IP-HNPAT61433-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*64,S,XHNP,Y/AAXS,CITROEN,C3,M1,M1,1,1610,1289,107,134,2539,1483,1480,PETROL,M,1199,81,,E2  28 29,,2,,,P,2021,,,
57576968,MT,IP-HNE__MB6D542C-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*12,U,P,HNEKJ1B700,PEUGEOT,208,M1,M1,1,1595,1307,98,121,2540,1500,1500,PETROL,M,1199,74,,E2  28 29,,2,,,P,2021,,,
57576969,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40(H),KGB40R-AHMGKW(2U),TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576970,MT,IP-04KNA-2018-1068,KIA,KIA,KIA CORPORATION,,E4*2007/46*1139*10,DE,C5P21,D61AY1,KIA,NIRO,M1,M1,1,2000,1725,29,31,2700,1565,1579,PETROL/ELECTRIC,P,1580,77,122,,,,,,P,2021,,,
57576971,MT,IP-050669-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P11,M51AZ4,HYUNDAI,I20,M1,M1,1,1550,1221,113,120,2580,1531,1536,PETROL,M,1197,62,,,,,,,P,2021,,,
57576972,MT,IP-05004-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*04,YB,C5P81,M58DZ1,KIA,STONIC,M1,M1,1,1600,1288,123,137,2580,1531,1539,PETROL,M,1197,61,,E5 E5 29,,1,,,P,2021,,,
57576973,MT,IP-F16A1RNP6TAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*03,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1363,112,136,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576974,MT,IP-BX72201900006-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*05,J2K,B7JA12X,5GTPPNAXLAP,FORD,PUMA,M1,M1,1,1815,1458,110,140,2588,1562,1518,PETROL,M,999,92,,E9  28 29,,2.2,,,P,2021,,,
57576975,MT,IP-MQB27SZA30549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FD7FD7CW0094BIBAAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1770,1446,114,150,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576976,MT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1130,104,120,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576977,MT,IP-JDA1ADDTL4A002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*62,SR,DHD2,AD6UA1S0M0B0,DACIA,DUSTER,M1,M1,1,1855,1533,111,128,2673,1563,1570,DIESEL,M,1461,85,,E2 E2 29,,1,,,P,2021,,,
57576978,MT,IP-13_2019_006-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*04,DM,6W8,AAW00,MAZDA,CX-30,M1,M1,1,1969,1632,129,158,2655,1565,1565,DIESEL,M,1759,85,,,,,,,P,2021,,,
57576979,MT,IP-JDA1ADDTL4A002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*62,SR,DHD2,AD6UA1S0M0B0,DACIA,DUSTER,M1,M1,1,1855,1535,111,129,2673,1563,1570,DIESEL,M,1461,85,,E2 E2 29,,1,,,P,2021,,,
57576980,MT,IP-050056-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*03,JA,F5PA1,A52DZ1,KIA,PICANTO,M1,M1,1,1415,1099,103,123,2400,1390,1402,PETROL,M,1197,62,,,,,,,P,2021,,,
57576981,MT,IP-050669-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P11,M51AZ4,HYUNDAI,I20,M1,M1,1,1550,1221,113,120,2580,1531,1536,PETROL,M,1197,62,,,,,,,P,2021,,,
57576982,MT,IP-050669-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P11,M51AZ2,HYUNDAI,I20,M1,M1,1,1550,1210,112,119,2580,1531,1536,PETROL,M,1197,62,,,,,,,P,2021,,,
57576983,MT,IP-050665-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P71,D71CZ4,HYUNDAI,I20,M1,M1,1,1650,1308,70,82,2580,1531,1536,PETROL,H,998,72,,,,,,,P,2021,,,
57576984,MT,IP-21U20P297PAA01-SAL-1,TESLA,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,,E5*2007/46*1056*04,LW,S5JM2M,A5DAA,LAND ROVER,RANGE ROVER SPORT,M1G,M1G,1,3200,2751,72,83,2923,1693,1686,PETROL/ELECTRIC,P,1997,221,218,,,,,,P,2021,,,39
57576985,MT,IP-03BU0214-IC4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*30,BU,AXT23,19A,JEEP,RENEGADE,M1,M1,1,2315,1926,46,168,2570,1551,1553,PETROL/ELECTRIC,P,1332,96,175,,,,,,P,2021,,,
57576986,MT,IP-HNSATN85440-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*12,U,S,HNSSR1BC00,PEUGEOT,2008,M1,M1,1,1740,1410,109,137,2605,1550,1550,PETROL,M,1199,96,,E2  28 29,,2,,,P,2021,,,
57576987,MT,IP-JBA1M6PJT4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HE2,M66UA2AA5300,RENAULT,CAPTUR,M1,M1,1,1753,1420,123,136,2639,1554,1541,PETROL,M,999,67,,E9  E9 29 28,,1.8,,,P,2021,,,
57576988,MT,IP-F16A1RNP6TAL00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*01,F16,A,A05,NISSAN,JUKE,M1,M1,1,1725,1378,110,139,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576989,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11RBHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576990,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40(H),KGB40RAHMGKW(2U),TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576991,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40(H),KGB40RAHMGKW(2U),TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576992,MT,IP-JBA1N0PTL4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,N06UA4CA5000,RENAULT,CAPTUR,M1,M1,1,1799,1460,91,93,2639,1554,1541,PETROL,H,1332,103,,,,,,,P,2021,,,
57576993,MT,IP-52D1JLDJR5A1000-UU1-1,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*91,SD,05DV,JL5DA140M500,DACIA,SANDERO,M1,M1,1,1645,1343,102,126,2589,1497,1486,DIESEL,M,1461,70,,,,,,,P,2021,,,
57576994,MT,IP-JBA1M6PJT4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*89,RJB,HE2,M66UA2AA5300,RENAULT,CAPTUR,M1,M1,1,1753,1412,123,135,2639,1554,1554,PETROL,M,999,168,,E9  E9 29 28,,1.8,,,P,2021,,,
57576995,MT,IP-050597-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*04,YB,B5P81,M57AZ1,KIA,RIO,M1,M1,1,1570,1242,116,130,2580,1512,1518,PETROL,M,1197,62,,E5 E5 29,,1,,,P,2021,,,
57576996,MT,IP-A03A5MT21500-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*13,A00,A0411,ACBBA5B5BAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1340,1062,108,121,2450,1430,1415,PETROL,M,1193,59,,,,,,,P,2021,,,
57576997,MT,IP-JBA1MMP010A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,MM4UA08A5010,RENAULT,CAPTUR,M1,M1,1,2060,1735,34,35,2639,1554,1541,PETROL/ELECTRIC,P,1598,74,137,E2  E2 33,,1.4,,,P,2021,,,51
57576998,MT,IP-JBA1MMP010A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,MM4UA08A5010,RENAULT,CAPTUR,M1,M1,1,2060,1735,34,35,2639,1554,1541,PETROL/ELECTRIC,P,1598,68,137,E2  E2 33,,1.4,,,P,2021,,,51
57576999,MT,IP-ZS2019ZS11E-SDP-1,VW-SAIC,SAIC MOTOR CORPORATION,SAIC MOTOR CORPORATION LTD,,E5*2007/46*1329*04,MZS1,1AB1EI,PA5RK,MG,MG ZS EV,M1,M1,1,1966,1701,0,0,2579,1526,1539,ELECTRIC,E,,105,186,,,,,,P,2021,,,263
57577000,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13M(A),NHP13(MH),NHP130R-CHXNBW(4R),TOYOTA,YARIS HYBRID,M1,M1,1,1565,1265,59,76,2510,1485,1470,PETROL,H,1497,54,,,,,,,P,2021,,,
